L,N,y
0.0005858565272727229,1.759743685799454,0.00033292151124075065
0.0014536793152448864,0.768940438057546,0.0018904966409584198
0.0017518703123898564,1.1990774208118766,0.001461015178822809
0.001211861049269906,0.9010377662657758,0.001344961437401557
0.0013658061078928425,0.7006491087823075,0.0019493439594414728
0.00011857772218524665,1.0498246905695396,0.00011295002227554501
0.0006433965719221721,0.8225862042736678,0.0007821630955873888
0.0018635829381479937,0.20230596117654076,0.009211705514311327
0.0012011803598168372,0.6442238435721706,0.0018645388117837839
0.0007018294620354045,0.7914511557689388,0.0008867628241107793
0.0006676229771938407,0.3858432639081677,0.0017302957953225736
0.0009094754449237481,1.466649396467139,0.0006201041960774607
0.0018506021889006306,1.8367425643495898,0.001007545763255042
0.00032363385647211283,0.8558939618364336,0.0003781237757276773
0.0010248651852117381,0.36798621966515044,0.00278506403349646
0.0015495288884175599,1.0490012237763018,0.0014771468834320397
0.0018853302584680744,1.7435744056946312,0.0010813018660462434
0.00045320873571410235,0.19812189177809958,0.002287524773999761
0.0017709385480905245,1.742895014791165,0.0010160902022562268
0.0005960722177157183,1.254514308960854,0.00047514182457548856
0.0017469561678236576,0.5166858251571431,0.003381080112450045
0.001235787283621901,0.1741357896267426,0.007096687511916949
0.0016123786661512197,0.06127127940047328,0.026315407184703984
0.00042425075198636677,1.830983969804381,0.00023170642615276033
0.0019053712167807837,0.07925422526742554,0.024041257237094143
0.001063792643645411,1.779367278625107,0.0005978488288642631
0.0008936331452363384,1.57729557747542,0.0005665603568524964
0.0013487023947679913,1.4499347300992955,0.000930181453530414
0.001738917338136094,0.144408226581751,0.012041677813636709
0.0016716708354941557,1.4092880917793427,0.0011861810549917676
0.0008472878317086233,1.0486431671326257,0.0008079848877720897
0.0014066441517882897,0.464154517768965,0.0030305514606419346
0.0011025809237375397,1.075668105484585,0.0010250196302332777
0.0017723362615333167,1.2565007626981033,0.001410533375027606
0.00031862353052331894,1.9907132596773622,0.00016005495968563483
0.001808418036820337,1.5619900919655474,0.0011577653700380994
0.0006668927973474543,0.17574866621380836,0.003794582409724469
0.001371526419292811,1.9001488900512162,0.0007217994476505698
0.0006930395393523148,0.3606074344082615,0.001921867031082034
0.001973530170233249,0.711363720011637,0.0027742912868834032
7.67597690232269e-06,1.045690475497045,7.340582210691064e-06
0.0008980219803337369,1.1346988662551227,0.0007914187693669802
4.2161317582050107e-05,1.097101601167615,3.842972933152133e-05
0.0014420432754597336,0.3188970245831386,0.00452197155914129
0.0006943027114930416,0.7664815668217035,0.0009058309312930262
0.0011084895856049472,1.49424941928882,0.0007418370529683905
0.001265830203748847,1.6570554147138714,0.0007639033628621415
0.0014689407685313704,1.218262010155879,0.0012057675247900217
0.0019525265525676002,1.0927605816831816,0.001786783477822854
0.00018287111018194403,1.7111098720604734,0.00010687280411849618
