N,l,theta,y
403.7506913051445,0.12412081637179291,2.3806801511879847,0.9949385058669377
413.53050837971847,0.14859940750369444,0.20607017031515285,854.0633633313014
611.5191141078138,0.11415777126835341,2.8637097415128303,0.15584730470967664
936.2377733200411,0.11787837552312692,0.35977017208077,393.39057646051384
973.0020353610399,0.13603634503844161,2.5514772385609685,1.6632926756854725
526.8437347127497,0.17344163829631648,0.8221634046651266,83.40253423191997
133.33089903794942,0.10643395516133547,1.6485732948846077,1.2926078221006
230.6909194593692,0.1534828290232312,1.7951172941651325,3.4566263403441666
653.7850236631734,0.17578725045301452,1.14578932848464,48.55225472660377
395.2546691009476,0.12871339778542715,2.8119365673102337,0.18117697197891836
840.5987578669715,0.1579152808276021,2.6867332306722402,1.1227694383295448
956.1910171458494,0.19457848155138602,2.8948555913052827,0.556628405670859
893.3888911827837,0.1298252391516791,0.20092468407223563,1481.914616852048
213.18058783684785,0.12410322595084632,1.3997362620404064,4.630465420876856
720.1866017179473,0.14869674989696915,1.859174427904872,8.871973215350366
146.1082119487032,0.1859778321886024,2.301334526024633,1.0085143628069635
321.7477645861025,0.13894425930700074,1.4464276022267408,7.970794622067821
839.5783667973053,0.18975244046547907,1.0706478079975295,85.93958176446087
995.3514675027734,0.10866177643552785,0.7038257320904856,87.1625680114733
915.7536415299311,0.17217335692744046,2.0763134798890297,9.432599814492972
538.2960929335038,0.10947423386516919,0.11597395199546365,1914.2992524409392
181.05150921098368,0.10748633144911708,1.085972026116196,5.743280885891888
929.4775842174587,0.1567833439256218,3.0657637020671245,0.0328749588644396
971.101541630057,0.15689659073847265,3.096765329791511,0.012013312066555896
738.8329680615806,0.17316352747606495,1.4773735996708661,26.713042809993677
227.2703610804199,0.1761428487642328,1.7316698322381239,5.104265211933159
797.3328012103248,0.12333981192011217,0.9824288448292159,42.385888573498455
430.3898293063183,0.1748933872667534,2.69044971101032,0.6932447043883203
562.2027983388975,0.16144314772235846,3.1032466429624574,0.00538789424671157
949.4768188991857,0.17581136920520546,0.3992680437336415,716.9053249816977
481.60048040831805,0.1850836143202952,1.3571283419473053,25.377041802080825
925.3598976067442,0.1417817011802528,2.095443806258494,6.18554055717768
427.24976743636137,0.19925828876423674,0.33206399018425226,604.0848726601228
964.6323039100292,0.12392865161415356,2.5995328305627994,1.1438787092002793
350.95189420927306,0.1503057236856883,1.3110423676519352,13.409076705419684
953.4233720997626,0.18391446897335315,0.5714997905921911,373.63146212718954
368.78617610314564,0.17065462567926187,1.2128484606844123,22.324438625659706
648.4037987489687,0.19767634568316747,0.6117062143150852,254.1192674485782
776.2333568672664,0.10877378815443445,0.6822229747548089,72.88088128830576
199.36941745008272,0.12387467085554317,0.6316612147185617,28.65122654153075
786.2219862491979,0.15097118911222435,0.05046229168532938,28136.821991373992
544.8425576593157,0.1456119116371375,1.9927012574830858,4.839724143597242
788.0284455456747,0.11377341275416508,0.5896377968724894,110.61760272791213
977.985045799599,0.14500721479872355,1.8846729456434856,10.861545940846629
298.0616514688132,0.10830606202256222,1.2395720517049085,6.866239689961076
255.76277766365482,0.1185549425231841,0.8363681355034955,18.20270519650063
329.5870148523656,0.10893400325349167,1.061892663953692,11.343349405398023
385.77219300298464,0.140074666904244,2.5045753644188737,0.8229632509673963
135.20349860496492,0.166587726124301,2.417825054515294,0.5376901436355498
535.776855132879,0.13448731801472558,2.583075067531586,0.7968187207005683
