k,n,t,y
0.13632314713415328,3,0.3185077034992335,0.004210288876262919
0.7604659028631806,2,0.22588880194217598,0.03693599839147463
0.329513753120546,2,0.42853512962527474,0.05904849626557264
0.7746168776093721,2,0.46246173992299566,0.18480547775026474
0.5061591712459892,2,0.9463961289589687,0.2848508652705636
0.07468012013872938,3,0.06520619979363307,1.3572394534640812e-05
0.6082396692355297,3,0.4804706829524732,0.07789499701226714
0.17121351100888904,2,0.43610843932570287,0.03082672785812199
0.6151856013856408,4,0.3371554615142611,0.010202446730850571
0.39730463427230367,4,0.645952690348129,0.05752818290994136
0.821089574296997,3,0.07252471071630384,0.00031594781196884585
0.5105543565782066,4,0.7063131205093871,0.11491057769547533
0.7014292945483924,2,0.976057781579617,0.6996024775673129
0.9122743582483708,1,0.29288404420067227,0.28183441381164975
0.5827739474430422,4,0.06528382252564635,8.645340710361834e-06
0.07930699965695454,2,0.8852841474592196,0.07892176093898441
0.19178224391519572,4,0.1182593339314616,2.607049899960209e-05
0.3541867079438633,1,0.4755705644398456,0.17728923416301712
0.17439869853825085,4,0.350221583437459,0.002502062894076835
0.21393987653089264,2,0.6144636177591333,0.08608625688427943
0.8415366304727079,3,0.4092481086601456,0.048289342249445456
0.1513954694018136,4,0.6933783767342314,0.028663733411026595
0.8051408332821077,3,0.43320493282088146,0.04260135255838799
0.6669748203908212,1,0.2622026827925904,0.13104011801832882
0.37061720254548247,2,0.14098079755693282,0.006965631353150448
0.17263678307248798,1,0.6160803141120434,0.11391775290900928
0.2125567894051562,1,0.213139397663756,0.0424361032501629
0.772628405467901,1,0.06072408091353232,0.04461736607201405
0.7026833985199445,1,0.3925881025589859,0.2577504114384261
0.40912678491918686,1,0.2156188939971886,0.06818777411372728
0.34744580436518013,2,0.6627316119074821,0.11921930718161435
0.12417726425235176,2,0.6249743943257788,0.049599325937059346
0.07057783843962673,3,0.09778307676647979,7.827030673113491e-05
0.22291286241509223,1,0.9433060767435671,0.15153742736490447
0.8128354163654211,2,0.6192641149276649,0.2937705687870928
0.7062317871230719,2,0.05593502951015206,0.0020867343543607988
0.018297195235004837,3,0.6512002738189107,0.006219746149147465
0.8939429906428595,2,0.8063309539866498,0.3382896408685536
0.8464980032853184,1,0.5027049503893606,0.3959837912487846
0.41126610722802825,2,0.37878870026678213,0.06575745268353908
0.8933251623639143,3,0.5984097199655476,0.1400923027066527
0.5857273349736737,2,0.5172857494418709,0.17325150659241928
0.7386533387962564,1,0.4663257769601892,0.24518302992004246
0.9525836045095759,3,0.49982811678129047,0.14828923862939591
0.7112433491957016,1,0.7464181787478603,0.46997068748236837
0.8896521747278056,4,0.7663915489759148,0.30961577842568583
0.35465795941576617,1,0.28515188102003786,0.09607691098482707
0.7079050955531364,2,0.0686730283127488,0.0037088121031569514
0.794239046356299,3,0.13636333249566024,0.0020532118982824355
0.7309231383229406,1,0.37543398710920683,0.263845053813042
