N,l,theta,y
665.6594237244052,130.8995362317496,0.48029000199572863,158443429.8601542
729.4470017319409,166.08092381473364,0.7828652783368837,127140937.79867886
294.10447053014025,146.51968293415763,3.0567700050724187,9107.680093751356
448.78433513801474,152.0625081649704,0.8089131192818307,64144781.79126726
573.2867763764707,195.57191419481,1.1360982014283652,50623104.34395695
584.5040486535684,190.0483209433816,1.6380886026055659,14773170.565545795
687.7419462508504,158.3782822442913,1.02642972200022,67905499.48162015
933.0943667790909,190.80000599235933,2.7788785479979725,1336904.588461546
189.15124744207424,126.53488177649629,0.16405402320715423,425013195.6020498
360.74300904644383,182.36441518957366,0.8494552604479316,74188602.74510652
267.7392809952978,126.57496815476004,2.9071150247077533,65099.235715384544
391.6688713909535,148.9926382688014,0.99378395950098,26274997.950189766
344.3619318952184,166.72802792248072,2.8005767722842916,252188.03700055208
287.0449023076528,179.85504311373262,2.0090057557640337,3998542.319030774
564.6428197240257,107.3469826226113,2.01020844036266,2438549.96637139
206.87313302463963,138.20901402123832,2.2675391317310813,909348.406935379
696.5216039812824,168.8765663004641,0.1537005600818281,3920584381.966919
706.3111305962152,131.88668504774438,3.0509922403139353,22521.141133480705
283.60281536289824,107.56139149469735,2.058883216527842,1336561.3519341124
601.5157398973369,178.8463824544769,1.0268515571183856,78083616.31266348
652.7113844875375,150.76052342141173,2.9609458659955585,142340.10140096472
708.1028259409842,143.63238230798086,2.4650598675879807,2332130.2973662154
177.88258518754463,152.02169606003366,2.07965071177305,1580171.0326290806
163.46434145102066,177.4849806684614,2.7136834849525173,228076.38155198458
455.2217357853038,190.68960164577624,0.5035531901214428,240327886.8804018
775.5185124792065,103.31256475035538,0.9569074048071505,29070644.218123842
152.92224266887837,145.72665466544578,1.1617450452541285,5442124.373168406
927.423519726481,182.75995759223767,3.0065545038218926,157558.79398602262
658.1580133876137,158.95750366156315,2.946600703577104,166756.65098517336
176.43350445902468,120.25353973986165,2.0557154970770504,1045147.6204516283
942.2170520787055,118.10782036994024,1.4592215665131598,18826009.205703966
311.1287694097215,108.1593245729187,1.561329967233844,3165367.9863773887
292.308014452559,190.77850212931156,1.7571324475346575,7399070.716142448
350.92607185015834,144.95987672463087,0.4776371186198192,124672554.70464915
998.455597801012,182.24935737720665,3.1233884212219993,1792.0301357136543
896.887648558214,132.17179689233683,0.5111655475968041,145728220.5685849
109.73403514047665,183.30954158202965,3.0648903163454566,5535.113161230042
100.83791136626765,151.51242463040424,2.6350292144928638,157304.5321890061
690.9605447061317,108.61059594586135,1.0401161240309804,30004926.897593945
865.0067849588957,100.19100012504788,2.2789770886905663,2101027.480740064
904.2163952174024,105.65551904500987,0.7612846872136904,50235799.78271211
310.3856791989339,122.7230324398625,2.4433687058830107,757689.8083980617
495.6489710642955,117.77841483622397,1.820562781911004,2922170.8661685186
578.485588833481,113.84916308135186,0.507992062412985,124203836.3138262
553.2659558079561,166.02126960595916,1.8002560996537684,11685955.546190869
824.5012647661098,101.81314368549081,1.7242603179358034,5272054.241582605
785.1699859357741,108.73961378213335,3.0910823100212683,5363.025742057619
896.3723919497243,106.30487158849124,2.792523757787795,270401.60569728847
235.61600066022723,172.78383058710176,2.2952158443252073,1246072.0163004906
951.9494973941794,108.08397479058982,0.3615463204838707,242027612.5266779
