N,l,theta,y
568.6098272843003,120.30061790051262,2.2580265908045734,1840771.7995071085
611.7331773966077,178.28404810306705,2.6922780490641065,1015349.3139612116
543.6568887259298,122.9353711652134,3.0298487446714657,25702.23042705794
557.7503041429288,155.09505764501603,2.1479216783192885,3944171.1204670253
269.48700592404066,199.68497691936136,0.3341635236351644,377776427.6920814
914.6653674892095,106.16493941752846,2.887167034584446,168651.19270210943
942.4456158062105,110.4103764631927,2.018666742177037,4545301.898153611
346.58971776701077,119.56770020904848,1.3496413497523063,7739652.8664641185
154.50284965034643,196.37237126133462,1.2657316040017514,11073409.845219847
916.4828553196488,120.36113192278184,1.6524987551289654,11273323.228840033
165.17665696775282,111.27636164782979,1.8968281116962207,1052961.1037473998
845.552014986894,170.685087203526,2.173438457170403,6810504.927778864
476.92100987964176,171.14294192399868,2.9491180605892917,130178.29907339266
558.7423770289663,121.38674452988678,0.4666927632377069,145741601.5961374
905.4387307140939,147.01817146120658,3.0012138559466326,96732.44646314745
269.1798226859918,164.6253073567625,0.8569793727956888,34961844.707622536
856.2897375310113,119.152945188096,2.3185698021492316,2315571.2915091864
547.07138603987,114.01781450288293,2.425206505444243,996609.364787486
451.67558869101026,109.59260567785303,1.7108836262113745,4095537.4427927407
208.7220942744083,123.7861358268151,2.1644808128199937,903598.6948969886
445.3924321694157,189.60029899081565,1.4349488539437982,21027182.98404524
795.9165529266437,199.7735750467599,2.9263061839216125,370920.63973099686
202.63080733619188,186.16790959876496,2.1496734324340516,2055978.0600141464
928.2607900637576,108.62452494352884,1.1654950656229228,25212734.35347949
118.77719274900507,105.72247311503389,1.1275137674772475,3321734.226008421
882.162252351219,139.26750344783792,1.5968462296425523,16241226.891405536
678.6027021504253,143.77001807817413,0.5487395133555621,177048884.72515833
919.2842190243094,117.56875336317937,2.273080125319719,2733144.4531009346
594.6498469997334,162.25398487882936,1.6109203837872208,14447456.201110026
697.6951226457161,117.11359978855077,1.0133524956628472,31066299.584761105
391.6105662805394,159.16970369467614,2.340867166591237,1777089.7730295055
196.62554840818308,199.90202208103068,1.9532622726312912,3586410.9560684906
317.1715637689067,142.36985069322873,2.3960547232164067,983104.276336244
229.63104204627797,120.13792436876209,2.6400494697482353,217483.83313702355
348.3052868243326,110.3191039871538,2.8931713137059463,66078.84222358331
751.0361662645514,160.45062493499168,2.8975278772525197,290817.53613515786
222.6473630496094,122.24419227697788,2.380174235276326,532972.5177977696
403.11807736808663,123.08256768470345,1.420338552480252,8260516.610103185
206.38605532557682,186.03604396342843,2.25392838319619,1614810.8449633555
154.4071812335314,174.22520791935878,2.6441443581088104,302342.98026031564
538.8990916978123,160.51763639079252,2.7883924574395027,442212.3531861489
855.9816292145138,155.03611355073073,1.2861923155717618,36638740.267984204
761.5495717968292,157.3168791507403,3.0033592182336144,90323.27908166296
731.855260685968,139.3300930641128,1.9343140980174922,6754209.138275287
905.008376647616,124.43235619838909,2.667495353958887,817862.3817282413
925.5252162121462,178.94873900540026,2.8156418480525907,801360.4004500507
517.3137593408285,151.33361526314997,2.0467129593468614,4402485.876750885
332.0905638911963,109.23048921633355,1.4231545222722344,5329086.731678646
881.2746979879248,167.17327570860027,2.0635687181404183,8809966.734758668
147.87834560723843,175.9173261604186,3.0325590491701573,13628.362100219185
855.3093818605861,139.50405267374182,1.0399156368314955,50785188.615133494
727.989590122973,133.87859756805614,1.5714951290564418,13029882.692346256
983.6576566168022,184.80514864956186,3.0278091321402596,108970.43393582386
356.7277506189867,198.0901650974942,3.11339943419501,2781.951858202475
