k,n,t,y
0.13906363032990765,1,0.5983684869338112,0.07984329697461134
0.6007607472553099,1,0.2754217318921377,0.15249841155836508
0.7426248493909976,2,0.5937159403652168,0.2303152264741899
0.8739317479833456,3,0.6672796880205673,0.22868445010528415
0.6016838384855814,1,0.5676777821498056,0.28934098335045255
0.4386755061873838,2,0.32246007211866945,0.044589031578247895
0.08804562631929103,2,0.020806460056903897,3.811499828798581e-05
0.31163202191889317,4,0.3692411520076512,0.005775973616222063
0.6116135406451547,1,0.5249127833344824,0.27460849714929136
0.835915007957369,3,0.7410603611037595,0.28836564243902185
0.3826250056792535,4,0.9938068648194867,0.31149596652118616
0.6938764647231113,4,0.5925847539710223,0.08200433957331899
0.2950807671065122,3,0.5378638719510949,0.04487720284714303
0.9561196409883431,1,0.343206426046447,0.2797424372192785
0.8331830297905815,2,0.24234392321452558,0.04775537692342746
0.06894184766367817,1,0.5220124462470866,0.03534861554736746
0.7905733554962633,4,0.026084810742978082,3.660099181512777e-07
0.02907765577953758,4,0.5536066482919745,0.0027275431266777783
0.47398672531974606,1,0.5747858914736934,0.2384815530579305
0.359567185595975,2,0.610859387203901,0.12556053067999684
0.7606241639497373,4,0.353231133498227,0.011771646462607865
0.7769528290834359,3,0.4347924016682455,0.06186526743028653
0.3046955215388145,2,0.03198747380663036,0.00031171540131857967
0.48634782089917605,2,0.8989276898858263,0.3249736595064916
0.03230159040983327,4,0.23264201703774867,9.461412519873313e-05
0.8354196039511868,3,0.9033158168690479,0.459779052333106
0.44160709271649934,4,0.271056912951791,0.00238100577640199
0.25056606938476866,2,0.31636549403442094,0.024766586049104755
0.2277864261829472,2,0.8605199113895421,0.15521624856632443
0.9664374338532356,1,0.7073158304095667,0.4951916850222349
0.10861561415882004,2,0.7587194501066008,0.06061055704346463
0.262671776866764,2,0.5435520865187524,0.0746711395617008
0.890584117965147,3,0.45036268562454596,0.07812981239419048
0.7241064075917344,1,0.38441163876269857,0.24297191874298862
0.24533573615192816,2,0.731362190457512,0.12298202627906807
0.9629558685220536,4,0.45775403441338236,0.04139867734201774
0.08337942447161983,4,0.05751531858816328,9.124158353301937e-07
0.2670400998817941,4,0.5815747745726872,0.030087212679720254
0.11305119278818954,2,0.538068416842797,0.03220047208049204
0.6431317378549689,2,0.07178642234870025,0.0033087585858815327
0.7649381552435313,1,0.07358763072788632,0.05473501793971303
0.3865066036356847,2,0.23558364178721358,0.02122254609607921
0.6590297756227982,1,0.9902108580694151,0.4792985528682686
0.03211798506882568,4,0.8377924543033267,0.015698661974741013
0.3139448977592242,2,0.32613520455647516,0.03284111413336377
0.872540931390107,3,0.5782874984630886,0.15527122516157832
0.9079516654535913,1,0.9416904186198616,0.5747207997256727
0.5535013977305863,2,0.7906847031415947,0.29251530115005
0.07519857218498716,1,0.06918114876682335,0.005188814959522059
0.8592058317799541,4,0.3788644994012279,0.017546661731591473
0.2647644444377715,3,0.07053326396555715,9.290122341776286e-05
0.7513227540105507,2,0.6385712027285833,0.2638852553340705
0.09369080256168605,3,0.435586757475224,0.0077133072602583175
0.30792664457530294,4,0.9491214765235351,0.22110708841326476
0.9442617602695378,1,0.20644009935145413,0.1771106147106648
0.5555681912560203,3,0.8717151348841452,0.30789062594471894
0.7881563769674743,1,0.34249786406040605,0.23657613344199868
