L,N,y
0.01595558779843439,1.9280072908779127,0.00827568851732353
0.014656113567639009,0.9393379781365703,0.01560259875440505
0.0016206393042609048,0.025795428734552317,0.06282660858007372
0.017571863977651585,0.11146670596564445,0.15764226479490182
0.015640932854418435,1.5638778269323623,0.010001377719574833
0.0017923740972345616,0.4452793179235581,0.004025280369168778
0.01299095071105165,0.5998699834507171,0.021656277309162836
0.011008795456704827,0.8099844615828244,0.013591366228423789
0.007067827215316589,0.897051452880016,0.007878954091903062
0.007670113969290717,1.9468445914111117,0.0039397669455122075
0.017922628934454083,1.5427674069909967,0.011617194434649264
0.015421754177932099,0.7297066533041885,0.021134183316132274
0.006260513869464324,1.7198638693151307,0.0036401217451921537
0.012883014123028329,0.43409589365599954,0.02967780693460673
0.016544075812643652,1.3048279078920442,0.012679124743254984
0.013900073050936579,0.26857274989070357,0.051755336520898906
0.012230565518265655,1.4487714307821238,0.008442025607630146
0.012493722450576098,1.2620862741035954,0.009899261807161195
0.012323096791594677,1.0340435795660234,0.011917386302777049
0.017624525452862434,1.9737796745475,0.008929327665157437
0.0006684373865421489,0.1601133294619792,0.004174776633452477
0.007236087290393285,0.327606955469123,0.022087709584893988
0.014011157205476868,1.7139061882614752,0.00817498489791281
0.007559020103418146,1.3144547389076908,0.00575068876825662
0.0007288854056598248,1.6347484537869308,0.000445870068860653
0.015467459846365309,0.4213810666590261,0.036706584776105514
0.01387697318999418,0.9330953827875699,0.014871977126858676
0.014408202268020896,1.2885702821630536,0.01118154164151188
0.0034191920038108272,0.7002238060287218,0.0048829987989162695
0.013158849340743873,0.19258529544903813,0.0683273835110945
0.0031336175438243874,0.9023090924760018,0.003472887029460728
0.011113817850971716,0.8987575007047415,0.012365758107450624
0.012958928440885616,0.3097483309537683,0.04183695970526411
0.0167021879572467,0.09210709399388994,0.18133443617659528
0.010975928736750072,1.474325027680915,0.007444714381614342
0.003651688282437988,1.3308632744723972,0.002743849313811481
0.014282064682182046,0.425467860085192,0.03356790493957012
0.010915068166353745,1.3614242294572831,0.008017389385456227
0.016534465318389473,1.9020177385097563,0.00869311835721592
0.010196150476259583,1.9801438546033854,0.005149196838682122
0.008516858536559398,0.6338735137675726,0.013436211407442307
0.007555064958282933,0.8965157994828603,0.008427140896614362
0.006974669249453536,1.529596492797152,0.004559809912154712
0.009371794778562233,1.937110601096176,0.0048380277167751305
0.014484538100411334,0.3381423235890255,0.04283562597746765
0.012291006964170443,1.1004777203088263,0.011168792186652564
0.017229557481870664,0.7625592966815007,0.0225943838818176
0.010399772911202308,1.536627218973388,0.00676792183737988
0.00826386530242602,1.3661377520544693,0.006049071764540866
0.003866645474621391,0.7206849770085597,0.005365236681734613
