k,n,t,y
0.9344885309924728,2,0.8016661104562685,0.43452305693206295
0.957627194274388,3,0.7460270536540049,0.2968223659483753
0.17157618318209922,2,0.8902390502411622,0.12868957202034917
0.777255134845838,2,0.5626853879432824,0.19476372738693284
0.45186698370517875,4,0.7929045388446189,0.14400743669682586
0.7867517508416892,2,0.6730971697565947,0.3134565153663238
0.9686495789290273,2,0.36211385778889804,0.13306148828292955
0.5224142412854016,4,0.3396673671780954,0.006728195796238786
0.1602731811785557,2,0.32613125359381134,0.01642828571260678
0.5395849459061682,1,0.38118963590689925,0.19069940588387835
0.09784238403327605,1,0.5639202923423032,0.051650111694091026
0.2744563733972023,4,0.3806276569910372,0.0062095365311292915
0.9327774123410941,4,0.47324092824595565,0.03955601592673815
0.9464994585171889,4,0.13191729021324228,0.00028719668440796046
0.23757554150567572,2,0.9118614267172419,0.17099437918915644
0.15934806827840708,2,0.7839060521838246,0.0812116658158744
0.739152248111194,4,0.6177738164107996,0.08528167477326018
0.5966828874446775,3,0.8256606262168661,0.28316573096876807
0.4788265377487112,3,0.48564546994492086,0.05290102036978806
0.2198854197843786,3,0.4237342961633701,0.012553328452115965
0.5974612089203463,4,0.7763163858917447,0.17847494733965494
0.3549478743381881,4,0.7380268225705096,0.09805418318809683
0.5848692894682348,3,0.26235452559344385,0.011659794974180408
0.5435228453255324,2,0.3786315736522704,0.0859065801108608
0.13537118922610802,1,0.17379922840402395,0.023172879343493845
0.2243638940800995,3,0.3930594279202757,0.012456906654142633
0.3379169583272309,3,0.9556405325406964,0.27648249068436564
0.7188356182282355,2,0.051488738459841255,0.002050145911405117
0.9843098835543385,3,0.22094391548142933,0.008840054712979273
0.3350610353373976,3,0.6472072446615592,0.08126982410812936
0.9429185866717166,3,0.890198243563273,0.4959021429697414
0.22734298022308086,3,0.04254154728873305,1.7454310060485546e-05
0.1252519807303445,3,0.6354662473277857,0.0375834474315534
0.4881379376826066,4,0.4840526891251685,0.03204051961835565
0.6291997367445569,2,0.9162182130025657,0.34578121747429086
0.4106032218324387,4,0.14380935442994147,0.00018910066692221232
0.3446478739826462,4,0.2506853429692715,0.00147982045554523
0.6853419626454434,1,0.4921732248944386,0.3022533075085659
0.1347739078061978,4,0.5999416027236121,0.017626864149643727
0.0003784156372553804,1,0.07569427138568807,2.5538208744885708e-05
0.6193157775905997,4,0.4509324812592349,0.02591421711805169
0.06935030917822915,2,0.8529416364457195,0.05359683061101479
0.21404353529240916,1,0.10187542182244125,0.021397573223554185
0.7840590218262622,1,0.17027599260556447,0.11603164344392936
0.6829373551559761,1,0.3986623036453685,0.2663563525319707
0.17243283784686247,2,0.9586401906484495,0.14043789988611982
0.5215420318191635,3,0.39494553644284713,0.0333439387260034
0.5195019367568282,3,0.24184796068916803,0.005776531532054315
0.2512559779904151,3,0.6034967596495285,0.05954136679406737
0.6638797484660987,3,0.8807173870128134,0.3492947633248276
