N,l,theta,y
491.01168959586767,160.6403993508467,1.877540481985164,6793405.129117719
429.1370905574799,163.06026506327927,1.7826255604044576,7445745.000248244
891.1109279221356,145.15346951634126,0.2551238444044916,1141340668.6695766
916.2436309238956,173.74539757698173,2.14539374829458,8180419.012548473
885.8149205452762,118.0557602816805,2.182148063724936,3341602.2927618898
649.722665300137,154.9230286374354,0.1839706484544381,1832602361.8298662
974.95056355521,179.10831116956763,2.3335599809520398,5716873.445658945
630.1995476569307,193.72114573317975,0.9652124615834432,86156686.05123404
101.23938590084471,116.28163221854948,0.5920503018359377,14716714.290937904
471.14386267241485,159.34846293345262,2.4136652081954626,1736004.7325877661
664.9282634611881,147.28337848817293,2.404765832072235,2149535.6696929964
161.75564448837537,117.97381909869176,1.7590404041038048,1541521.8464301548
812.1185335246495,130.87880788406721,1.4988487933025254,16065894.15480339
580.7814215105303,179.82100495058782,2.564461922723267,1654896.2776303538
633.6075111391311,158.95248690554374,3.086796688378337,12022.907775288957
972.7459424971034,103.80626019781755,0.16379158617067968,1555888371.7025933
527.4999026475518,114.8422262959036,0.9402042317795976,26948638.389577
917.3952808084059,138.33984584727452,3.0184651910302263,66711.27791830196
139.98990687319113,185.87458818219164,1.4337431633260522,6367281.683785852
229.2690977510361,116.61824978401235,0.9417747937995904,12031000.905184157
473.16620222705956,191.01322274975115,1.7626785367251723,11733877.487228276
838.4236618540455,135.80668313672766,2.4016510212841005,2325882.0581124495
166.21212871340944,106.2737776361104,1.61298882833266,1725266.2590097375
885.2880630854911,120.15680504451598,2.341681218246805,2284179.017574746
777.0912775045911,171.24844462181932,2.9226607628424657,275272.2779821481
426.2911174083363,112.29191641318826,0.48911464562042395,86313725.6278686
419.9226501908563,164.81914178317703,0.8165801396777796,60955378.3096783
945.0278467548865,185.147389570885,2.4395800649354134,4343538.101933746
222.14488253856098,104.47739870474396,1.059823530150226,7066177.049753786
965.0241773946099,145.39343030563916,1.8053668860445355,12705383.609386802
203.88400697717697,133.94778571511813,1.5224648507446503,4029496.452353055
842.103656230489,148.5137756871747,2.4163169158592304,2673829.048441752
427.3304017578468,123.97348209935689,0.10167441775562193,2536934620.880893
534.1941659619022,105.00679907739597,2.7545853346248697,226177.3563180748
515.807592980952,106.49374378627776,1.4020213492225815,8211697.940644081
361.07317789923763,188.73603421930275,1.8522232458700263,7270569.9195047235
831.281486453403,181.60257245223818,2.9368217505474545,289408.39315590175
675.5597656272784,121.36687542031676,0.3363348369049069,345253397.1048707
821.3546071254749,142.13756381312993,0.913921699342973,68643953.05102432
525.4757714944217,136.8965508389853,2.6326613031834833,666242.7548220108
587.0269350963026,150.36983125043145,0.7331161684798427,90058251.6027955
941.6898426926073,112.86360489454297,1.8679383034079802,6562018.22658852
745.4965563404484,142.67175758547336,0.956315966151334,56494540.536369056
642.4573883351558,105.72945426365132,1.897258597536736,3694021.289849549
462.9502871643198,176.31170822335986,0.8934586643156441,62715611.35020201
597.6034844740566,176.4953313056527,0.4956819851907069,290729765.3044866
143.72686989950483,116.30243577985539,1.209524555180222,4069769.1825947105
212.80210593808988,109.61682924442249,2.8804087923454342,44108.3216320755
484.762901969552,189.32484737443264,1.323333891393839,28649411.894175116
710.921718268413,180.47338245168834,1.0234588649373235,73408313.6904439
