L,N,y
0.6611989249401713,1.3098864951197233,0.5047757400382527
1.1532306915548842,0.35576672492347994,3.2415361268059195
1.8480588594430678,1.6331627850935428,1.1315827646276035
0.3969476545420816,1.3368534928363587,0.2969268185849525
1.46383390307343,1.9443360454959584,0.7528708355041771
1.9860209656186734,1.05996047138145,1.8736745560240424
1.4342310900780917,1.3749237442611821,1.0431350073518284
1.6145186115567276,0.6754374238238703,2.390330406059549
0.9335306993399701,1.4936795511679557,0.6249872662513273
0.9599851425856869,0.9498887950714183,1.010628978430585
1.10022391497599,1.902007607552506,0.5784540033421595
0.2793785307197083,1.5001516397411563,0.18623352687726535
0.9776566052430924,0.9369896256229107,1.0434017394729918
0.615767718000408,0.6597940371818078,0.9332726325180954
0.5816349636893274,0.25262872209899667,2.3023311001882214
1.234208436229246,0.5548490746323436,2.224403883248904
1.466415042650806,0.665680650843318,2.2028806767825944
0.3474284648230588,0.25299842951504803,1.373243563167629
1.8367962592730749,0.9293034139482463,1.9765301963857496
0.2763655850732707,0.3325286942895904,0.8311029689142894
0.7803920178340706,1.566015484332011,0.49832969446464276
1.8596115139531173,1.8611850981957905,0.9991545256599149
0.2861332293054355,0.8073747413781225,0.3543995305290695
0.06910630324588984,0.9103767004727705,0.07590956931345237
1.9135514915453664,0.29494941146187204,6.48772778376176
0.8945944776317236,0.5641738529639762,1.5856716381516631
0.24110366445089548,1.5097869789728202,0.15969382953277936
1.020770469447624,1.1561130191771254,0.8829331151154818
1.439960058659529,0.8548013431055013,1.6845552130605463
0.2074296361446144,0.8477979768128183,0.24466870860487075
0.6478943957836552,1.974596184304474,0.32811488289787594
1.8143397871832112,0.7504701665865516,2.4176041473248406
1.1490754861921517,0.974889397127719,1.1786726674611816
0.20331872911422466,0.3034306835404883,0.6700664769358924
0.9465324251600955,1.9160994925402306,0.4939891841969276
1.6478746461979603,0.8289509275387752,1.987903736461986
1.9454649146043448,0.44668298037701826,4.355359393729967
1.7174412000096317,1.1253942240367487,1.5260796291003091
1.4841263888830698,1.527604523031578,0.9715383572822732
0.05471425889556847,1.9339189793682556,0.02829190854388415
1.9080989022701988,0.41573088859016805,4.589745324772399
1.9135489538235033,0.8287518291324723,2.308952917577973
1.4117766917033907,0.46885263005110267,3.0111310062385996
1.734799337103829,0.5633527792047979,3.079419151091417
0.8715842961372382,0.12071095286583855,7.220424289964315
0.1493447436129629,1.7388213955238494,0.0858884897536991
1.5333572313147288,1.1406764833214067,1.3442525148321804
0.11227602773112144,1.799168523167894,0.06240439752326865
0.9542824219602208,1.3288039833055025,0.7181513857193366
1.4293182299360352,0.04108832283500452,34.786482662620415
