mass,heat_capacity,heating_rate,y
0.4114941117968307,0.03548981701148257,0.11582566475170242,0.0016915007186178244
0.7755352031761642,0.9454194612084974,0.9992073111611623,0.7326248696636554
1.3925994425119554,1.1742566235752103,1.5983726199685757,2.6137693866600484
0.9274209919484111,1.7428565664874973,1.121097980685884,1.8120999116016703
1.60024147217388,0.4415480150301059,0.704722015903366,0.4979449101922743
0.6548290959070895,1.0228054127200947,0.3350402653535811,0.22439748737331688
0.7506570688420395,0.1046165522314042,1.9316012819847437,0.15169087861210753
1.032284150431459,1.2007131112686853,1.3840961184604894,1.7155554623774332
1.9428939253018944,1.3149319625607045,0.9746807841201057,2.490088464974388
0.7758138570832407,1.8473015923949885,0.19805968832055565,0.28385165341443536
0.09365297525103378,0.3646917720837026,1.958692156022204,0.06689809151295567
1.5528728579171203,1.603663448118709,0.6245567219092103,1.5553245121596568
0.38952846117418205,0.060542751770861436,1.2142665654327778,0.028636200114024627
0.32719210078127503,1.1682208627267434,0.8977156931304324,0.34313623778553687
1.8967622910777566,1.555062554588652,1.3469176681864623,3.9728468220021096
1.5741905875427409,1.0875165638000643,0.6266629510166803,1.072820864441378
1.6482081526080457,0.36846909258898153,0.026271490833637667,0.015955037941751137
1.247415131092137,0.041461911977160204,0.6597985676290425,0.03412492467464246
1.7122480422928612,1.9405094801907117,1.4508000705097646,4.820477000960477
1.6438421823289786,0.906945737516978,0.3067218591230776,0.45728415428348956
0.550759551779028,0.056875809336591754,0.49394826814374215,0.015472877762122878
0.14954770359995484,0.7399123270738857,1.2142018103028451,0.1343540886581958
1.271387948812894,1.1219303346088567,1.5226064213005681,2.1718590564173597
1.2877515182572419,0.24709202880048098,1.8372008005209794,0.5845846827778465
0.5705568331264941,0.24246071852133766,1.740157968877201,0.24072931134623052
0.6381425788517601,1.3066142363408322,1.6150113006272597,1.3466064005567115
0.17959307296043692,1.0973526629777695,0.6380394663980891,0.12574286363703113
1.3723199602885663,1.4866361287991092,0.858730816375197,1.7519314597537785
0.02946121451599648,1.1208582999520567,0.508975128959668,0.016807298742129616
1.6115228334567222,0.5359328634118179,0.8474012185540076,0.7318733551048198
1.394819754257764,1.0484214050385763,1.8441267133718642,2.696775087194982
1.1277241173652244,1.7512669221779973,1.0646541182884524,2.102634332766207
1.1213767175563067,0.4507732169408538,0.34681650338255454,0.17531109178077686
0.7359663829142451,0.2385118940177191,1.0962628989916625,0.19243441100165584
1.9727176718561523,1.181716837402877,0.36700941857868896,0.8555700401279773
1.985701960243316,1.556328612352992,0.0359422550378119,0.11107611664100023
1.5562618221996536,0.49238606825248366,1.9925520484615107,1.5268560510905695
1.3234776297696391,0.684207007384003,0.9568734763488154,0.8664801923634973
1.2459754983526041,1.397218301455821,1.7904439286641678,3.1169834226493025
0.7019284360327516,0.5613282659841292,1.706389834498332,0.6723385353408574
1.9335735734325805,0.9749535656627724,0.8514670776146689,1.6051384356288423
1.169597538643339,0.47888605979645194,1.7796701774827945,0.996800308257858
0.28047764636356365,0.2808293503296857,0.95124604117354,0.07492618357144665
1.5095591127735581,0.3998492572264296,0.6484408941992605,0.3913963883230375
1.7878030935866962,0.7819945925722551,1.72847333658496,2.416496213182174
