k,n,t,y
0.7931514192356642,4,0.7905281763259807,0.2663770924075547
0.7947723347745849,2,0.752497024461105,0.3623981453819586
0.7939802556567173,4,0.9715792896840953,0.5071221462209679
0.7243798993221884,1,0.23880777861283398,0.15885191682048982
0.4825979041047289,3,0.9747001721510439,0.36038437111992017
0.029817241324457622,2,0.7023903905408094,0.014602734031571085
0.931079234425156,2,0.22757352704523282,0.047076187786451396
0.3286352731102935,3,0.9565805490384578,0.24998311584561117
0.9995115416154262,2,0.5921730503647458,0.2956625000783426
0.10612464199170746,1,0.004769423475990409,0.0005060252848941849
0.5731059895119106,3,0.22835670428057242,0.006801350397737327
0.44508767290180984,4,0.8354108345538861,0.19490368416167292
0.11110374787767252,1,0.1828103457582052,0.020106037364980622
0.8814122819331381,2,0.31937182804744546,0.08597980378042347
0.7298528965811993,4,0.7090106794482763,0.1684271053788977
0.6893217757725469,4,0.6252589839812386,0.09999647885083573
0.6745434814082437,2,0.302923067776109,0.060020975786993724
0.7069840496031408,2,0.205608351777255,0.029445387372376675
0.5186550659754978,4,0.3640483794075705,0.00906856015637747
0.5345187188232193,2,0.0759216166451907,0.0030762735477026792
0.14631213304565827,4,0.725381933932348,0.03969909840314312
0.9813007525044455,2,0.4039591592225845,0.14796834831034322
0.4001213761525423,1,0.729480480514123,0.25314239442467545
0.8656764660208098,4,0.2223583465049337,0.0021140239118491166
0.19092669395773676,4,0.29848832281440696,0.00151442222698428
0.7436664046916146,3,0.021910620448007845,7.822408488622479e-06
0.3146816993412649,2,0.5124201477827607,0.07930583001837288
0.5928889076029311,1,0.594414041385218,0.2970162422683097
0.6083928454509956,4,0.8873987032734363,0.314273259488866
0.7354052951638369,2,0.32466785769744044,0.0745900930180683
0.07674616545079305,1,0.42675715468489606,0.03222143709180858
0.8404929402733319,3,0.5821449394534944,0.15279822331306914
0.30094000999597526,4,0.42841142095479057,0.010086132178408813
0.737738080834098,3,0.521940620534034,0.09958326693520836
0.24213237220602835,2,0.5535345972068163,0.07150426542745225
0.16366814353724768,2,0.09936551100109126,0.0016146732072502834
0.6059690699420092,3,0.04014083653650069,3.9192340859917074e-05
0.30439610750843493,2,0.22701758793164273,0.015565247341345456
0.50699765147671,3,0.6099018876989584,0.10865463812162168
0.7952335464418978,2,0.7827626459489538,0.38568865270653097
0.7090316572837091,4,0.5841439690182512,0.07923952625462072
0.13139586740629794,1,0.9655809299783253,0.11915476999815044
0.9632317700046648,3,0.9735670934922864,0.5888717051918885
0.10166173658460742,1,0.5173689378713014,0.051237357259057204
0.024134625504182883,4,0.9616427749794365,0.020427799683869097
0.8774556827739801,2,0.940999614560009,0.54020277363435
0.562660211234497,3,0.20748555627257492,0.0050132448951578645
0.12029851438271988,1,0.26179012520332456,0.031002224870530837
0.8981937015085089,4,0.031098483910120267,8.400916950979109e-07
0.6278157842395174,3,0.23805314737037564,0.008433662144756937
0.11934152860056368,4,0.46216495389900103,0.005429975305852208
0.9327315791077276,4,0.7234379893938393,0.2254576584439112
0.5646768855551019,4,0.09171623361625691,3.9955464304131105e-05
0.09456045854685358,3,0.2906954447890966,0.002320170722999282
0.5102194834727266,2,0.7651468749537528,0.2582239227708475
0.04650217606161011,2,0.19992603804101705,0.0018569852054902691
0.8097302992834898,2,0.3282336537239462,0.08354121401055548
0.8916167378762184,4,0.06859030384294806,1.9734441235153e-05
0.5782604269302895,1,0.648052715697993,0.3125342301931897
0.36969343299854107,1,0.4847638182556341,0.16407300825907978
0.5931981034271434,2,0.5003696949590412,0.1380162924751549
0.5919843993349035,3,0.02006777029529927,4.7841698161965596e-06
0.9566746127200011,4,0.19690565450428,0.0014370925997954087
0.1724903298992061,2,0.6907340680826305,0.07900205511410974
0.08077466109812403,1,0.21447294519340843,0.01717478213667678
0.4651575639306311,3,0.6565193994952196,0.1233314829030776
0.14594109036446745,2,0.6406753641230224,0.05814476852435957
0.005692543376616732,3,0.23760066870830499,7.635416704465658e-05
0.617149715357311,1,0.47756379266254656,0.25526613953912514
0.11935866109667281,4,0.0596257739369751,1.5086542745068598e-06
0.5155664818377304,1,0.3858135291737239,0.1803784124877662
0.255091799684278,2,0.8890632626901039,0.18260522511800614
0.04749018777332026,4,0.5479440103899126,0.004271882903743918
0.5663520933990789,4,0.48282470130330923,0.03030945686785469
0.3866875022214956,3,0.8318354992358977,0.19954343163944144
0.008088776011484722,4,0.12193844934111453,1.788319419993023e-06
0.28189711328015454,2,0.10018400321714716,0.002825355820541997
0.830621239484442,2,0.7733187618323429,0.3914825549132078
0.6286577036131333,4,0.5082987067181919,0.041096939445856795
0.25894865861861394,3,0.05504582250222034,4.318942113068491e-05
0.642803749699819,3,0.47031346672208285,0.06468455778139215
0.715949153821758,2,0.34069698607753474,0.07974400707533147
0.3223249566593376,3,0.031202447407210454,9.791692947902497e-06
0.7208128982879634,1,0.6970383037499664,0.3949439616953062
0.5655495921843422,4,0.22093881527617887,0.001346685499524991
0.3383757415963531,1,0.19973514460432962,0.06535222105713978
0.6240270671263243,3,0.608467883187255,0.13114384032180615
0.7316184617322062,4,0.9459101427594244,0.4432907039668167
0.21491475111137448,4,0.04436822032566068,8.328256259071409e-07
0.9311511159063187,3,0.9404531254716367,0.5390742008327927
0.6549032987318282,2,0.5930332228500009,0.20572211314069522
0.5840683632278043,2,0.815205142645256,0.321688146170401
0.4608813673011529,4,0.20826894694252884,0.0008667601830194549
0.2189617757802409,3,0.29583010613049443,0.005652818216547173
0.38980699643048056,1,0.7130330557863213,0.2426617333983121
0.10486696639636006,4,0.5558344054113449,0.009959754752846273
0.12129590564299997,4,0.5256412536629176,0.009217108759155934
0.9163228688304164,3,0.522447960759111,0.12249315786890669
0.732401134966479,3,0.8504719897692262,0.362713230560456
0.192995351094012,4,0.19581284298558066,0.0002836938550712098
0.13595846246108378,2,0.21808688510100827,0.006445578922640971
0.6194937367512308,3,0.8870650538892368,0.35106165668432865
0.6297000816235246,3,0.8133734178912598,0.2874085492227344
0.1892233558217965,1,0.7574760142983269,0.13353377859076132
0.9979254847345281,1,0.7988522827909026,0.5494089220401311
0.35701394381985085,2,0.1642766825381191,0.009588409276672816
0.5588577241778857,4,0.06748950053183744,1.159427498598209e-05
0.13978855317418393,3,0.009445647652590594,1.1780583664133815e-07
0.2032026150872186,2,0.6081103913229585,0.07239007226577554
0.907961980622101,2,0.7876236797221802,0.43064730023447273
0.3960836010078814,4,0.18384522933754321,0.00045237445212953364
0.22912348367674074,4,0.54970551925166,0.020704030451694222
0.7317717254943167,2,0.41985373103360557,0.12102132157523404
0.5509826517639269,3,0.5373215752930621,0.08192420407856005
0.8584705841310685,2,0.07761897391590467,0.005158680187188014
0.42904821968631335,3,0.5173102113026151,0.057666734182572954
0.6253298339796304,3,0.9545602770489908,0.4195201585458731
0.551482599010183,2,0.46964748302166326,0.11453277204360834
0.08980566127535328,1,0.07093926320539778,0.006350497256818688
0.5538982407941588,1,0.6077934489806186,0.2858453347878034
0.3955341989572233,1,0.8952601780995677,0.29819943966152596
0.3677721569475728,4,0.6526891540160645,0.06456423671276434
0.24545331343999977,3,0.9608256953142587,0.1956511459658069
0.37448296467322073,3,0.7543567250111192,0.14849866723820393
0.6359089109373894,2,0.6716423743242126,0.24938373414313386
0.803849603652614,4,0.1561143928447758,0.0004773565675961766
0.9229206774223504,4,0.9223847270844042,0.48729563039833
0.6683558881243846,2,0.48379349024677576,0.14481101563611154
0.7935887491879784,1,0.4185515552223551,0.28262589142825956
0.13691833329052516,4,0.9638864721746718,0.11146901431393952
0.36381701982741854,2,0.26504313191979556,0.025233542768714035
0.3477054012576688,3,0.6017796738580311,0.07297491864138594
0.5321256343205523,4,0.17941090699775408,0.0005511754104136068
0.351074087916427,1,0.3917749266352524,0.12850227549654503
0.35036927784048766,3,0.4557360573174021,0.0326200508334179
0.6539798107249628,3,0.9641670834892169,0.4435438101269973
0.9960254687483191,2,0.8479183261966898,0.5113495821563618
0.5454080185166085,3,0.3330299567683197,0.019943633852389397
0.26676061057807254,2,0.09614500734673781,0.002462860558058111
0.7860991280433764,3,0.15654351834461722,0.003011118921113387
0.9351619835969942,4,0.8260480391015705,0.3530069248773702
0.033078096088953624,3,0.341160670271773,0.001312599389942104
0.19005883859705464,2,0.2607245435979456,0.012836583480982156
0.30682675708110485,2,0.46149212029984543,0.06325710077632274
0.8580722495122773,2,0.008055874802989194,5.568486629137226e-05
0.7246119385171247,1,0.4981411299072387,0.30299243163709044
0.7794934713887955,4,0.6722735802864703,0.14719097927199443
0.4308854557028756,2,0.0582952933112596,0.0014632242481670277
0.769071446281066,1,0.09931892896294481,0.07353902250942757
0.23615083187137675,3,0.7943884559822086,0.11164398921382646
0.31046947611879905,2,0.19745413885330476,0.01203166016962276
0.32623496434861654,2,0.637518629137273,0.12417736269465329
0.7377534897258422,3,0.9594322231174619,0.4787677913830817
0.17516555333022732,1,0.7755422843043471,0.12702494144456633
0.49899357341232686,1,0.781360181327968,0.32287115662682897
0.16606958373376146,2,0.9826669603237456,0.14816505322238227
0.49455912538801217,3,0.010540819547105507,5.792169061047403e-07
0.449372617465696,2,0.7855623079568034,0.24218160008255962
0.14053710473803804,3,0.7647088035000313,0.06091213950787833
0.11711440431566777,3,0.25227150416988164,0.00187848044049288
0.36905479795473395,3,0.05660802187275804,6.694378378901966e-05
0.06824230697759115,2,0.18803738871371278,0.0024100068134842445
0.38126569665227383,2,0.653518462495177,0.1502672464435273
0.13291485763219846,2,0.8783236689331394,0.09745569166804346
0.3960200470666949,4,0.12514187206207306,9.711955214963819e-05
0.04900838626510218,1,0.8505894209197297,0.04082910132646311
0.30372965210499925,1,0.17204873590235414,0.05091441753100745
0.2751845665038004,1,0.7710371796193232,0.1911789068323917
0.19483323923142093,3,0.3509523381604962,0.008386484982760734
0.47267735327021765,4,0.7720143500239665,0.1545667216396831
0.8435793302889136,2,0.5167193957413406,0.20167123637087636
0.30222656684643534,3,0.7838168533949978,0.1354429716058846
0.6618530543708415,4,0.6290976508207996,0.09847310287268296
0.6190688697108383,4,0.29834923507596545,0.0048929864106150855
0.0869360579790861,3,0.6394488180710021,0.022474534256677225
0.061932447378523214,2,0.6951052419458706,0.02948069129967501
0.555900798291527,4,0.38564719004597736,0.01222054887613444
0.5510411093278137,2,0.033444832180042794,0.000616180862223703
0.52969405379036,3,0.2547345640861979,0.008717437633494085
0.8295372499491324,1,0.20084624905249626,0.15346983671444547
0.2096516270319969,1,0.6681955550298586,0.13071851275508106
0.004698468682706403,4,0.7323619048341433,0.0013507216098801456
0.5364855196687823,3,0.20003113244503734,0.004284683162484759
0.8369578462855491,4,0.9282223785456931,0.46276240606183416
