k,n,t,y
0.2723426480292439,1,0.16475968998860102,0.06434036936606008
0.28885194650670065,4,0.213958579006989,0.0006149534190936105
0.27731070079589926,1,0.6629127512380312,0.29832331305129933
0.0674020200942348,3,0.141925802791264,0.0003222990737756211
0.5947867616607959,1,0.26405439063595204,0.10159197448922677
0.8714529589318027,4,0.06063883815009763,1.954237368304742e-05
0.4351459832800557,1,0.28337452883274716,0.18336313870208354
0.013451874086829907,2,0.6077248686502814,0.0046973436792372295
0.008356142608271888,3,0.7873495081397174,0.0038866706130709
0.22233057456614214,4,0.271853106304647,0.0007899342846122197
0.6562920980949809,1,0.9427353985923371,0.5345909163183965
0.6531895875506053,1,0.41845873328093863,-0.06382578606458411
0.6100468380821399,2,0.21882750530719453,0.012286910772274399
0.2988702349589386,4,0.5358291747317308,0.020168858843523138
0.14789795128283412,2,0.8949722718239612,0.17741038397340225
0.626884992282931,1,0.8860135652545504,0.2695643407705436
0.982053997611827,1,0.5102175754674593,0.772101233999258
0.077331357617614,3,0.01558208647753112,9.215898046139982e-08
0.5731633298688468,2,0.504256493359954,0.11664151341531653
0.296103363278968,2,0.4702199462949599,0.0027192958172481407
0.36812777214644954,1,0.8560145027337824,0.09752698527035358
0.7922531354884095,4,0.13787856014606426,0.00032610516905602833
0.3061216262769806,1,0.7055523557429034,0.15915465624500963
0.26543558558808467,2,0.03942812085188141,0.0003874456156832125
0.9340398928072797,2,0.9702359301190405,0.7724379954323098
0.9801435721532832,4,0.83411421599477,0.3078178534840952
0.032282426379829254,1,0.15042981566949676,0.0024226908988363364
0.7320909065025278,2,0.069141189412524,0.0036321518944701313
0.41000422801404324,2,0.8859363753594526,0.5661969077089759
0.4777666012309302,4,0.5756834978547662,0.018447505051085167
0.20254171124746634,3,0.5719033439086801,0.04246593471326263
0.5690163885585113,2,0.008796437281858527,3.9792894287987556e-05
0.4824956427825613,4,0.7510088630489553,0.042772446730050206
0.8352644127394505,4,0.21663635310490315,0.0005770118213210352
0.7293314602472545,1,0.6198131820055736,0.2769400170190702
0.016305441949157395,3,0.9927145318833165,0.024560782255755937
0.11308533511229268,1,0.7863376419658886,0.12986051354738815
0.6109887392757701,4,0.4871890777825223,0.05860177532883495
0.5647741201933186,2,0.8714495960082864,0.687844033505352
0.06001353018054467,4,0.3327723168958505,0.0004718718863431634
0.676946977834725,4,0.07723778166603035,2.6677482029422415e-05
0.6603661678554215,3,0.7970994415296734,0.385220060564223
0.3996055942213155,3,0.22170237449511743,0.003244255448327054
0.7331188541563692,3,0.09996319570836121,-4.149642817259875e-06
0.4825731090692872,4,0.8165756806239439,-0.009804503854057678
0.5819629258057081,3,0.8344522549318654,0.47537561553298574
0.9900914648318386,4,0.7028493264444303,0.14640301206300838
0.29771868826870296,2,0.307695974267289,0.03805680821004283
0.09219789985191218,4,0.6786075479804253,0.019749267212170372
0.43982180149316996,3,0.8226856904597308,0.23280799096971383
