L,N,y
0.9476316646236418,0.9232741234964241,1.0420865361768503
1.5079400799667448,1.5379625093063092,-0.42815874246291596
0.6147995193623326,1.031946042056005,0.9274012863183343
1.962298307227799,0.5954521853586514,5.6575291918332455
0.6828439815341045,1.8596875568402882,0.54270945070528
1.9889691586724303,1.30184813961117,1.7711188277876146
1.8330845381800438,1.9724350427950683,1.0865686495938176
0.6968737153658182,0.11792206160136898,8.340112835474859
1.010979811763646,0.32803003773339445,2.250396799159544
0.3298214796069965,0.018879209121863916,15.073968919556897
1.7132941846177068,0.44252280632706054,5.055152160787488
0.6586689457062416,0.5804300068845398,0.6384987084882864
0.9236989521123036,1.1595151737102234,1.2092608075848363
1.0796711460345243,1.9781479301080345,0.5639845708549585
0.09356640225506108,1.315465229050401,0.04659645727124849
1.1343956709116092,1.8571232066361003,1.2461579268829395
0.11729098931345527,0.41462934860556344,0.3169273994804332
0.9815884827035777,1.9368621556181738,0.39918796437848114
1.5321428554206693,0.8056111384837297,2.052196270243471
1.1173445009798026,1.1852646314365058,1.1089334876040409
0.365784976505783,1.2932376948405904,0.46179382327024615
1.8803199595107762,0.4935258282010335,5.457028966596273
1.0878457087654456,0.29270648800891075,4.753012682022442
1.3883826766452851,0.33156143772429303,2.3853313078122356
1.3714610159183362,1.3276700579996636,1.1249081038845594
0.21980556950903218,1.4594439306199745,0.2448131911263734
1.3978447506089584,1.8061420681101232,0.5737306335522978
1.9349705345519137,1.308215924213,2.182443076146846
1.3250114735458403,0.7340035159104006,2.3918161814866346
0.21956968298543744,1.4070868713396698,0.14913155491421
0.007195610195867896,1.899139918991736,0.003629239646841121
1.7802454250804172,1.3324398241368631,1.5047964521968944
0.13869567050406717,1.4964437269813844,0.08981716994943945
0.5471495694488009,1.7649353953295261,0.29741388846217937
0.5745645261074173,1.7775626207023871,0.5362245436283662
0.39007407820670603,1.9019744959324036,0.39856654219036225
1.536376740294827,0.5216136555957491,4.734821438242121
1.548862320159808,1.106634202165171,1.146368146675344
1.1941449652931826,0.8458461730379379,1.741580386095833
1.8380308319938008,1.6542163933752783,1.1533632700823366
0.8755749924795366,1.7307635162489274,0.5162878518623416
0.8301507718743957,1.0139522163329564,1.1657746906313888
0.4247134086908051,1.368100525544723,0.26994501677364025
1.0157484329142856,1.5563907043644696,0.8905825744629776
1.8016154812613965,1.8932152491864898,1.5136726001810645
1.1271100189328567,0.6859222222624664,2.27927838308549
1.5740362102030094,0.36959912602505196,4.391637086575688
1.1146036734581586,0.9836569574863805,1.6728017406569544
1.4866869087684773,0.7637894677527777,1.50403672920958
0.9986067998630059,0.7861008501570705,1.1809838621646214
