N,l,theta,y
866.5650555759672,186.52214219892986,2.846316038230752,666811.7921546352
710.0414501102923,143.75631862795262,0.18939149166368974,1626578055.5026326
172.4166960491997,174.89618514174504,0.6026955209458623,54593380.26685769
117.64997672439239,153.56717770785735,1.3585900524794778,4255080.958180721
540.8145964661715,193.2206395440399,2.6219384804845007,1426869.7458604788
755.0057695029403,100.52936142377989,1.9599987942474972,3432466.2507817224
683.3100136357864,187.16426577869785,1.3620066049994486,36454258.42509791
728.0288291547749,190.35358275536902,0.37067783393023074,750432200.798343
486.5750206755861,175.07955904396394,1.0629459828135361,43153659.72378093
352.8422219892409,191.05878010948047,0.27576908074964923,668889328.1611016
