N,l,theta,y
248.9531257585229,148.6614608005287,2.848833848276115,120006.85660045219
754.7376192970901,138.81959263636674,0.40190442652776326,348370453.3394172
851.0574253737434,157.73791647056183,0.501550504962667,333981668.46806675
376.08137179647264,120.36538481303248,2.7066583056275864,271520.559930644
519.6237324598197,138.40740244825037,2.5231398550746786,1012019.7258027118
571.5475062322134,123.06075381343062,2.194204651477995,2294957.930668819
963.1667405172782,145.73534253270606,2.633017213486621,1371922.1777641934
863.8252617282617,101.73952119777273,0.3036445239552731,384673734.5293426
950.5500464121537,155.4441496248018,2.4747484294533915,2751243.8927290183
569.5727665303319,159.83392896213607,2.2985291435190707,2899028.616399403
875.6374896119668,192.74547542882317,1.1566059669000301,78437241.72508523
801.1618714292537,160.5063195078592,2.2831372289853817,4218438.029810483
923.2136159579226,105.89167696049999,2.952637787316584,94410.50152892432
469.27296854108573,144.79025430108214,2.1186479942101832,3092888.281155492
411.0183084989045,143.26502306571382,1.519068790170197,9259562.792467112
720.2369540311284,130.52430921877522,2.3092891525719828,2467058.8315788354
261.3504738761219,194.47937359131407,2.5848738425939586,829944.7732727979
144.34146744355007,142.97575731919892,1.331974922476413,4746918.606212828
179.07786627309412,160.1534691508121,2.0649603777544683,1589226.3483937676
507.5913166114611,121.78336134705417,1.3428356522944909,12019837.660562618
982.8689214832061,128.97376333645732,0.9857103685271027,55850874.69989349
426.6386356028625,153.37275593416558,1.4107201254951425,13907493.015392391
700.268071123366,176.21095778858773,2.7175012960510343,1002269.9495057759
142.80163729340697,151.1395406718506,1.845471400956174,1875265.4898945459
348.214219276072,132.52948889368434,2.2058403501309303,1566760.2023401374
377.4761694230666,125.24815932209427,2.018037860328357,2292738.3354110722
241.19457307865767,157.85072940699527,2.0726837709854187,2080858.9325905975
258.19327204669577,158.95599454123746,0.8817831404398482,29758553.72161028
803.3001390513384,113.76099062102372,0.11242989635443941,3308199412.8779926
191.40553887760993,106.86999873596014,0.06854548372633032,1850190145.1065872
885.5076575461169,141.80466147320732,1.0969574244265559,47239089.301034525
633.3029645623193,120.65743837555912,1.1374891025690432,22584255.970246743
772.8760276551559,180.17285653178726,2.6120964047946655,1831279.0438712416
356.1064804982262,185.95541776889274,0.1332825887442482,2759196197.843032
993.0770965258382,191.2655482871266,1.7911703095890166,23488933.64254602
927.8553047826105,159.732154880975,2.1751198957764974,6539301.910626829
860.816700857159,100.56644636004262,2.043198910731052,3249554.3408468557
266.4355386602293,191.33682299643195,2.2803757432640284,2039852.7967901812
608.8778607338127,165.792846303244,0.3808032348007732,437400463.98119295
428.7586926276854,121.87791532735945,0.9825389091597239,22784795.075133663
599.8436179271812,119.28512639010445,0.058877394187833595,9714710496.553514
953.5135519347842,169.95135609498868,1.483925567093267,32142983.18734761
352.2616983329641,106.61444485882193,1.6566956540056295,3250880.06704252
578.9975798764328,125.35862247315524,3.0053342599967343,41983.21348487423
775.522190443495,174.53475293414013,0.2815435917414304,1198273081.8187206
329.4615789705994,169.16891348895552,1.8214406078819125,5760226.51252892
423.7469751147165,147.36725812154918,0.5016496177344213,143201632.72061956
120.49813390525797,100.37411497921646,0.08898297245571753,609466328.4325219
286.0665720633683,163.6616373115362,2.1170352238572883,2410064.4756174963
291.7981785958028,182.0221224406187,1.9698289300138485,4244133.598892669
