k,n,t,y
0.059935655914900576,3,0.9585660558517735,0.051808218094099204
0.665427432522751,4,0.4600075316187894,0.029096780208275313
0.5810504771641796,2,0.6537287392944542,0.22138331851915805
0.30589303763112163,2,0.4453461792600293,0.05889792021595185
0.5406339752177102,4,0.9971395111525029,0.413846500704126
0.8268524778423247,4,0.8037700272071499,0.29956208552632796
0.8212290895143641,4,0.8340463617711229,0.33187937921603583
0.20967054605290625,1,0.04434861919494937,0.009367514420555735
0.5925169029454935,3,0.4546874396211642,0.05438203037789868
0.344563767485246,4,0.379268827617543,0.006891071510218164
0.3025196403713719,1,0.7539812241107845,0.1982680365416695
0.25757299545114787,4,0.14992807987289558,0.00012659779796950657
0.701415019230888,2,0.3043339779916986,0.06348090522552499
0.5282725094441387,2,0.27482159057715394,0.03859927847211273
0.8969537985763003,3,0.7496891065476148,0.31302645890967
0.09136099633190087,1,0.23823299472203885,0.021667314461621668
0.5515946803870391,3,0.6652032074034582,0.15019443995383663
0.9026407145625199,4,0.7331325403604051,0.23253553329408588
0.297582013053421,1,0.13219454930022967,0.03820399688756686
0.5517856040812358,2,0.5357822918033658,0.14263481238273876
0.36108116386655176,3,0.7006336320735308,0.11353129131010821
0.020877932735956062,2,0.4774626357722047,0.004659614004359257
0.2211784896827561,2,0.6697906479315244,0.09039179847523346
0.12563538960926346,4,0.12203995101785048,2.7161333060725975e-05
0.35407361163862927,4,0.7962104903302794,0.13258233139376996
0.7285054605336299,1,0.5421770434726507,0.3259432317770315
0.6125414745040435,4,0.11894080581198907,0.00012346391494415384
0.012034928160520764,2,0.8585124187598395,0.008602022137487512
0.3523652496477647,1,0.9098481318561816,0.269449923015937
0.26423835029252474,4,0.708155203410168,0.06319990507488671
0.6299527191902274,3,0.876195084922806,0.3469818929591389
0.6652340673163692,4,0.4916741746659732,0.03834852599619023
0.9039775302115305,2,0.5693867638538753,0.2499897138318331
0.5383561924322549,4,0.4247136660899785,0.017598040556174477
0.3717669215800907,4,0.12202859622200068,8.04142834609391e-05
0.32170742376573147,3,0.5519159071133273,0.05320959094134979
0.28170257065668436,1,0.1127560892082321,0.030874057522610042
0.6395597997149678,4,0.14666046862655147,0.0003025168587360473
0.5756106094839234,4,0.2159382239502401,0.001236865786377623
0.5105729331393096,4,0.5529878652021227,0.04733026870266976
0.09630115244997584,3,0.9921238703754708,0.08980911229098341
0.873347346711083,2,0.68235935613299,0.33170351589894326
0.08059525189547334,4,0.7938188822342727,0.030770930842293053
0.25327569797480554,4,0.005888625140129,3.087648019877501e-10
0.6870470363950153,4,0.3215952772529346,0.007423882137792597
0.6937782978962493,4,0.7452258652612377,0.19046458095768642
0.5163558610633042,1,0.23965887237240113,0.12050467500780751
0.6567035138908301,2,0.7561226939714223,0.31169014692863406
0.924098379062416,1,0.2059555759350019,0.17191780270211582
0.8985927116688429,3,0.008023695344236526,4.5623329072134175e-07
