k,n,t,y
0.320616826339975,2,0.08391103974910985,0.0022549369435284072
0.012831799145567868,3,0.8718919177409556,0.00846895792489566
0.47608540448609593,2,0.7983926281760558,0.2617490672385061
0.8763447637928322,4,0.6043967280019555,0.11036150792293875
0.5699441142388675,1,0.9690402451244838,0.4243749494582366
0.4736664816566927,1,0.6451111408398703,0.2632948423937116
0.629725179692146,4,0.3884560094966527,0.014236672223038926
0.7898205425561787,1,0.641370109985841,0.39743955093294436
0.354322352757219,1,0.447640897293901,0.14667020435993217
0.6677364868585429,3,0.270857250588724,0.013181002478655612
0.010905630567434321,2,0.6991069519546227,0.005315952770217902
0.779252552132672,1,0.6988701992574399,0.41992413738381895
0.004382239071772487,2,0.04813101188456714,1.0151818546910718e-05
0.38118329736661605,3,0.5136536400366287,0.050347241356406
0.7262830022330653,2,0.8382646112129772,0.39971457560588397
0.4780516532180441,1,0.5977140924101538,0.24854068528846007
0.4673500213370424,2,0.3962192572701184,0.07074225909340726
0.3215615489068273,2,0.7368840921209334,0.16021328580799987
0.3426934047319343,2,0.9969491895111257,0.2886606012978242
0.05659820159554796,4,0.9538346131920991,0.045767970492760934
0.5548869771713588,1,0.4951069677260117,0.24022155557684155
0.11174400137908147,1,0.1342565488733194,0.01489038918152219
0.13296239284259004,1,0.8814891126282636,0.11059706566373684
0.8446973605893167,4,0.42063248871158354,0.026096544062814808
0.2708587129647303,1,0.8035207733589169,0.19558550573072875
0.18866865871858318,3,0.36240870861165264,0.008940195747812907
0.7893847235069985,4,0.013564359683426619,2.6723042445553347e-08
0.8623840563507154,1,0.06422363831185396,0.05387959661242092
0.522441206965966,4,0.011803076970093862,1.0139542983012007e-08
0.06359542807385177,4,0.008430009824924256,3.211724219909229e-10
0.2632712981444819,2,0.5861802876040312,0.08649090564680473
0.056145505955359054,4,0.6634609913867082,0.010819730348298529
0.9466617406667128,1,0.5715656969660772,0.4178804136882498
0.4073191145376436,1,0.9520076993550215,0.3214322371467172
0.6509674015274348,2,0.18998772037450828,0.023222983370617345
0.40851061315732906,1,0.823028626560588,0.28553118529389443
0.12388833571458746,1,0.10256651150390861,0.012626403960070198
0.8680776441623532,3,0.08999725659769298,0.0006325705770624523
0.6960983583727283,2,0.638691886599412,0.24720139362612392
0.5794125907191603,1,0.6484856103937603,0.313219626817658
0.7982780579950653,3,0.3574703363418168,0.03580799815089675
0.06720065756992177,3,0.37138510343031195,0.0034363682180340582
0.14355290611935634,4,0.8690099070294677,0.07860585539218412
0.8502769483042072,4,0.47723301482485325,0.04314598299446126
0.6240794530662925,1,0.006447245528864776,0.004015509656876581
0.6456456419558948,2,0.02637160515195136,0.00044892092909065706
0.4462535583793802,4,0.5725254087318588,0.046815623417111873
0.9569699929096315,2,0.5723580032475064,0.2691136661275133
0.4084576644330564,4,0.9913385620536667,0.325975715593957
0.07323132257226106,1,0.007745078220231294,0.0005670215040060045
0.5531657088543057,3,0.1890682562638113,0.0037316381879158866
0.4679943265588081,3,0.7555275081003927,0.18276832340691218
0.8293494377344396,2,0.8276677841048278,0.4334174729210408
0.8451021230459372,1,0.20098698350906996,0.1562124435755362
0.8786938493066374,1,0.00817440539033576,0.007157065084671621
0.8659207296483038,1,0.9744497244832017,0.5699252363395008
0.3613799427357425,4,0.11277338705794115,5.8449102872892844e-05
0.5870042998224013,1,0.8293085196355274,0.3854147733434795
0.32860242549323737,3,0.7695552335433431,0.1390837430808438
0.08161946293073519,1,0.37247299516121857,0.029943581545776143
0.42819159468480816,2,0.2503686703267426,0.02648394633117046
0.017628906280239165,2,0.3529877201471212,0.0021941568610898132
0.36747957531134856,2,0.6601857030059887,0.14799611746728358
0.26122431804929225,3,0.5435476179769165,0.04108175877090703
0.5569072498188009,1,0.21849313137027526,0.11456870074416192
0.24899159818065997,3,0.0735710149593829,9.914787362985678e-05
0.9350279913222259,2,0.38700586222514777,0.1306786679230436
0.7506302430201002,1,0.976259496987432,0.5194432269659648
0.14955411360916648,1,0.1818383124745595,0.026828221971871402
0.5124412345708624,4,0.07575938425882334,1.688053272486112e-05
0.20564288102534756,2,0.9942712075572732,0.18396126784359168
0.22523369836045504,4,0.03881154996783831,5.110662536500499e-07
0.35268714347199315,2,0.12551565716224722,0.0055408891425789975
0.5084285068529928,3,0.40348327172985443,0.03284540539644132
0.793612877950418,3,0.17468872422526782,0.00422167681862784
0.025976597043705807,3,0.06166151631694805,6.090087547150347e-06
0.3132783614025071,2,0.12794676534699756,0.0051153559584394825
0.2646192793152984,4,0.43649802898078527,0.009560186069336285
0.9587214090480897,3,0.8657746728649,0.46322009060590996
0.867325375277645,1,0.6756930418014268,0.44347641101568747
0.7671164110635312,3,0.6150729570252127,0.16347695796870543
0.5189147534266868,3,0.2169745885969524,0.0052865475552132946
0.3274291310056826,3,0.6537584812140943,0.08742873075963609
0.8414803390386123,2,0.4567999770918044,0.16103687177563097
0.8844600127062606,1,0.6630803597440209,0.4437114048695321
0.738961434334859,1,0.15258850816397018,0.10663229832030419
0.36579609570951077,2,0.5758805243450467,0.1142424611196442
0.63160217694315,1,0.4945401174237656,0.26827653375478167
0.7148034080378708,2,0.3051985762624343,0.06441305730200053
0.9853278898495432,1,0.8881465241632808,0.5831861419982375
0.5320004396226412,2,0.34193302835216843,0.06030557053815955
0.8705228024176078,2,0.42567369671485256,0.14592568953905505
0.7473587780250854,2,0.2921071512732295,0.061778835209702065
0.34616783443270494,4,0.7475355855476539,0.10245959349060585
0.08883656118600958,1,0.5420238474950455,0.04701063481487222
0.12266192900061657,3,0.5504451560625854,0.020249637014019828
0.38690540648696037,3,0.03527818122047954,1.698711669351205e-05
0.8319763229084679,4,0.48377520653154304,0.044547919725691165
0.24511244751347339,1,0.7316287015173897,0.1641710580280753
0.9006996714718704,4,0.7113546562157662,0.20597055714484458
0.8297063326545494,4,0.07801810727807279,3.073968197686572e-05
0.25502648189549637,1,0.21607797074601276,0.05361480004380781
0.547291983119652,1,0.4288591383371242,0.20920077546904026
0.4017227212102621,1,0.07451114639646839,0.0294892702070243
0.5679672629396356,2,0.5633835355499769,0.1649581050868013
0.13407430096575323,3,0.09493508687634022,0.00011470989643747043
0.3650501894474273,4,0.5907239185784774,0.043478438648056006
0.2551229975291224,2,0.2654880424002396,0.01782135145649366
0.5937577782632301,4,0.6062074216915629,0.0770546145071016
0.9432366589448766,3,0.2502462692819374,0.014672957554213162
0.252756266994262,3,0.1571198537595071,0.0009799011367186417
0.4589175529521655,4,0.3801941172942439,0.009542798662919294
