mass,heat_capacity,heating_rate,y
0.5289384335100542,0.8223157365997713,1.70279442573911,0.791859951984386
0.03019720605526577,0.20466293683932402,0.3660845122106382,0.0022466064523043528
0.7356033025650903,0.11321017225563668,0.8207009263409002,0.06901198242218526
1.7175980649452482,1.8841128913082241,0.3022372099354955,1.0465423549396458
1.278725612723273,1.8062701260642822,1.2843453882983489,3.0234394304383345
1.8156827209003148,1.6103209620620182,1.2178409694221781,3.5352164231065335
0.09777594212302976,0.783661213048467,1.751020729092536,0.14289220804588604
0.36268471834262406,1.5432241891944094,0.10618611226566288,0.060666820625426304
1.6544280194412153,0.8655795372979769,0.6623114979650486,0.9758624788408952
0.18122295987367787,0.39689797963697027,1.7312737903072835,0.12197177710028695
1.584860105733368,0.21263341263463453,0.7039035206444624,0.23930789764629887
0.8042744452005703,0.96530735834479,1.346958427044562,1.072455275466795
1.9690077540072484,1.787888672536963,0.04537656799223,0.15833867241918906
1.423375244767231,1.568527362708456,0.5483132770602199,1.2594158158401725
0.012858697470802927,1.8921259584070893,0.29413272368212384,0.00751353106461874
0.9569062269770678,0.9260752241119978,0.6943100751850526,0.5571460448795191
1.6999878104566162,1.2570236745932035,1.7704761646393747,3.7387907219412337
1.1623109165070786,1.7398020026160457,0.3949499991891128,0.763033591333269
0.26864507687572026,0.8687747552965013,0.15616575796934895,0.033749475061867366
1.3861356742637034,0.6010104754505472,1.5011343262197994,1.13200422836948
0.533335880349558,0.6849875123128792,0.11051336637794784,0.04175605048778073
0.14569473653042508,0.9498146499831588,1.8203096003568042,0.2532992296837245
0.1619713955582731,0.3294217351999542,0.3309939991077444,0.015076798992993906
1.470681779017211,0.6100562704199752,1.8091152219925546,1.68337224192344
0.15276906862346507,0.06437492729985261,0.18174929034600762,0.0016396333988590622
1.3208280532597978,0.18684376221231624,1.98770674970736,0.45018558155161964
0.12603981564071076,1.4248534401588073,0.33114987110827343,0.05970233428362472
0.7689811823636801,0.08176863833435188,1.0804757158947131,0.0695524280062449
0.7600723015961044,1.2067420121688268,1.7006044118353327,1.5723367220474573
0.5984635081689791,0.06338487246644253,1.1799162285541522,0.04612081639505651
0.32549400587416777,1.143251257552596,0.5602272872773006,0.19932792925093226
1.7360829154095128,0.4106556995286077,0.7749473462999945,0.5903116228936893
0.36517776450645156,1.5664473199011903,1.9431252052916155,1.153153964220468
0.6805855130838023,1.0753119778228122,1.5410010243978847,1.1663850288802549
1.637992305146002,0.9157163884435311,0.16165076967898284,0.22807425316898267
1.559802887609155,1.040123706248988,0.5014642062872585,0.78085791792358
0.3701720204641381,0.12805293055528844,1.4915511878163357,0.06838369557358628
0.16558526920477235,0.4612158573769174,1.517999738861096,0.11166747740123141
1.5049879196433604,0.060314505118320705,1.327797651405015,0.13260643702154076
0.5735420072038053,1.461998940849453,0.1992198000736507,0.16496331070719683
1.3226027657132473,1.9474652612363672,0.24088499513066486,0.6550585470151982
1.1405870126050683,0.45582977437278727,0.3494420116656669,0.16517993969478373
0.5140789329451645,1.6162668691640476,1.7417142974807163,1.507496984077875
1.3795787917373294,1.8796398612166916,0.4794454675653521,1.2093425502588002
0.2763038739034489,1.0602318681605076,0.9662517503187196,0.2623715877307962
1.6388513239960103,1.0706681912094456,0.8347952476936891,1.4687497121337327
1.5113463239124474,0.5763936124208018,0.06905547385318989,0.05678646940140185
0.9835286950304496,1.262114571058003,1.1480579440807241,1.4754221419821354
0.7185913216485422,0.9665328227998076,0.6146442041872264,0.469146393660794
1.2883134587191774,0.7321391330913647,0.8342923911810627,0.7948356200700836
