L,N,y
0.05564280444174907,1.4011860161077991,0.03971121878329411
0.1891443525449157,1.741848113154076,0.10858831554630784
0.04415762191174395,0.5495785795389847,0.08034814957450793
0.1619160127744388,0.8876274515027986,0.1824143817322309
0.08231027045540609,0.5646622058482056,0.14576904493149842
0.07780126012086663,0.5336678543795308,0.14578592186580605
0.04093529933522724,1.3542604396993752,0.03022705096836045
0.05040561465085334,0.40172023159818493,0.12547442395500472
0.15512546017196083,0.13707076130654205,1.131718089936348
0.002264539633376317,1.225672098892937,0.0018475900980545413
0.11109169394858041,1.3020554144036018,0.08532025036696711
0.05495071091522277,0.6332042888190619,0.08678196260752892
0.03728091617576175,0.44424961611144864,0.08391884837647019
0.0026303606310900786,1.9683633429414547,0.0013363186428575519
0.14150699586603152,0.3329520879782446,0.4250070835275186
0.13502587586430212,0.07148375155015985,1.8889030435056984
0.022058805162617625,1.4223260622543787,0.015508965031305512
0.15637155643056938,0.1988258640943421,0.786474924390982
0.17945688769848941,0.6502043422585029,0.27600075243290584
0.006743574443920908,1.2442293325585034,0.005419880618032147
0.09361154774069447,0.33244006583566343,0.2815892467876296
0.006951797077881028,0.6840281335386391,0.010163028005760143
0.15122183338396833,0.8964682285578172,0.16868621616099513
0.08081022445032882,1.22520918095735,0.06595626747359629
0.14149883623584078,1.0610080720741086,0.13336263875847068
0.19183687101397498,0.7282624139146148,0.26341723443174553
0.017704447474815078,1.8199920879274443,0.009727760682177693
0.0008768461324213828,1.7309591719885573,0.0005065666172900231
0.08296618722300707,1.3852938003278263,0.05989067965465039
0.12095394039116647,1.8699821562987191,0.06468186874604849
0.11374048029498318,0.3541351979494447,0.3211781290128084
0.13098267222377213,1.3651272127476395,0.09594905954598817
0.12403873258210558,1.895573833737876,0.06543598058510547
0.11858082861765701,0.602945228320017,0.19666932093991046
0.14035900070112892,1.1645350756611672,0.12052792881437238
0.06276853505564287,0.7771102214443104,0.08077172751502794
0.08916326991613716,1.5254243064248136,0.05845145481201358
0.19569123341188835,1.1769586181902167,0.16626857596131836
0.08522694959711552,0.2675785199033396,0.31851192550098195
0.05556516851640963,1.574826419252399,0.0352833606530347
0.035484744249725655,0.698651514948019,0.05079033465255677
0.13182676328164777,1.6768919539568214,0.07861374906748596
0.07417602863988107,1.5354916473541507,0.04830767315973089
0.0093407495536737,0.4023526799971566,0.02321532828795799
0.06075493791918434,0.1670359803524193,0.36372365876502244
0.19654680288072812,1.2158087470676968,0.16165930978434087
0.10344578440633082,0.338260847501219,0.3058166062389412
0.10210495481857905,1.5016770845008254,0.06799394881391554
0.05498009596379832,0.8469585275620661,0.06491474396279612
0.028879876751835634,0.49429847381148084,0.05842598810622679
