N,l,theta,y
189.53533546611334,10.314624875891287,1.621322563895782,18226.02021482527
173.77425641233305,12.66696988386026,0.14227531778707347,5491169.642459589
820.4650885135552,17.08249339199508,2.5084515084868606,25693.171523395235
523.9489609463366,13.706314036426072,2.368746299463822,16295.313005942517
613.3933878949399,11.901175243945474,0.6814660946693709,691090.2137152555
278.0987911851655,12.854760934199415,0.9053462776809135,194275.547242564
256.2202818696293,17.795183651764063,1.8166500208369611,49372.861312325476
334.8165841779478,16.173371927373896,0.5095415625915899,1291296.9175831368
986.3691422788268,11.735833165851764,1.2291673859181937,272739.9834073296
241.00098300086836,15.698508534755302,3.0958447670657447,31.086310840366327
561.424825790692,11.091374202717239,1.989434849849555,29142.426060931746
831.2444573441417,11.125616032127857,1.7180219271964192,76565.63298442602
602.6574877452169,19.288778858582624,1.6361373746111363,196736.5646521073
153.90287905582932,10.159565437549725,0.11496013306420431,4797391.395604012
692.3559176931178,10.107345193403631,2.6179605551412797,5078.861807523311
845.1238173912592,19.582407096725593,2.3769476215221528,52400.86653701703
695.360781029504,14.863304852825589,0.21404522014295163,13309592.813122693
108.844825174656,11.384626567469319,0.921670727469184,57230.16772913594
644.3829315123926,13.922973289750846,0.7498522088387441,806542.9949668951
620.1354559325267,17.880949640625204,1.0938614041377657,534798.1663524004
232.32693973739958,16.4583291936179,1.7779554289718038,41460.44691793311
779.717148975461,19.263184070567917,2.177257399050672,79251.8446107061
723.8795369054895,18.815356243120966,3.0211733947412895,931.2656643609661
256.62608242870976,10.577204906753803,1.2540314677359738,54689.155569971976
633.3373191407412,11.203073862948063,2.9723520242202253,571.9201874915145
689.7244294231523,14.697584824194951,0.38786423804866116,3862623.504656043
887.449655609504,12.198592042437062,2.6944242299344263,6827.947901364133
130.618952618289,19.32705340497211,0.6634205090330236,411261.5946551984
772.8326781221227,17.951208204056613,0.9783422794398146,878862.3174630901
587.154237212537,13.02416452449123,2.475569596272453,11916.15115228937
441.1171749269846,14.287550329466185,2.129222869382004,27672.868526014954
739.9574582361074,12.97626385779181,0.09442833782764984,55810464.84501042
477.8561637733388,19.906558016277906,0.09276157762219409,87900255.32698543
324.9217349466394,12.468701718891115,0.3117129604637525,2045965.6325077992
803.2195931194966,16.385433965804065,0.9879119554266749,743721.6376612413
754.4798623129847,15.930391920590285,0.6706106749190124,1576834.1046702724
653.6182863481151,17.961333473279453,0.7458876387297586,1377477.0690652572
490.5764834919552,18.82503682900193,1.8799832429559757,92733.792164546
576.9681717334695,12.629471360368074,0.5263626074416545,1267732.0725242028
894.163236184368,12.189006458137055,0.9796678508560206,467319.7393300531
247.38463631258355,17.799998326948366,2.7592014996988894,2936.5913795243264
299.75062208475896,11.951017949594688,3.041752709755655,106.86622881739498
166.21352352642293,11.738064292587987,1.380310566364597,33598.73324087465
214.6550180000549,15.958075090700657,0.9963856652893148,184744.21660047577
180.41561248687754,17.380056289922436,2.058011988244443,19741.307093294785
596.9910177058495,10.0559217072033,1.3886842910558121,87071.03866769951
360.995624810634,11.824707954652219,1.3348301667717382,81277.30727167313
137.93731920851886,14.645343135287234,2.1362142663564065,8943.127498028749
305.40960974403424,12.313820354252726,1.9751968356655591,20156.97495705661
772.2817737316855,11.082967241378448,1.8791645127194494,50686.692396410974
