mass,heat_capacity,heating_rate,y
0.12475632735915693,1.505824728358758,0.22774313610876673,0.04278409035923637
0.11389077464131346,0.3172427037733465,13.007501960893002,0.46997427814533954
0.1184722182251321,0.9381433363286962,18.41947732986296,2.0472129528833385
0.1380393663706959,0.7300142113630361,18.512726301584323,1.8655403731045046
0.11824030741161771,0.27431065696063084,7.727710585589396,0.25064501942640516
0.16626798728956593,0.2710515967165059,1.4885826163575855,0.06708625560517614
0.028918611733465438,1.0456825170350919,7.1098865394466015,0.2150007414724136
0.06021049032577737,0.9161935431915382,19.67955221985761,1.0856119198365772
0.16377356965949355,0.5377548580583227,18.655248903518718,1.6429683810704527
0.08528656524288616,0.8933748097851026,4.241395450734187,0.32316408795960117
0.08512421957923409,1.521514985623162,9.362835360858593,1.2126536104578673
0.01416232402678852,1.790867042424363,5.686440332234419,0.1442242725840559
0.13448566240829554,1.5511717290856328,6.079532151384086,1.2682533755032037
0.010073352214087207,0.742423035929793,11.519666986237123,0.08615200369526552
0.12873941439299766,1.2009561956514443,12.3596318693951,1.9109275943009458
0.15846474154814433,1.417289454549445,18.01161366055069,4.045235644804753
0.02511223821180284,0.5136279533691053,16.8235685443876,0.21699623356571524
0.07440178821316726,1.258035071601205,18.067371418814492,1.6911070300895628
0.17899659350730093,0.5564058682183162,14.673547082846364,1.4614083269692542
0.0057709266181636965,1.211737039139429,2.320668126963805,0.016228073746106842
0.17654625137355462,0.44203411252711056,13.113868336271413,1.0233992762018875
0.18344554452596626,0.7786147139348123,3.874900387386473,0.5534651976648014
0.09383990598529196,0.44091586900998836,7.241405285875111,0.29961679116503986
0.10945293501916242,0.26726818835994104,17.42561149437959,0.5097564255788638
0.059575555480709565,1.8424902072514295,4.842132330595366,0.5315081677510489
0.17869433118730882,0.9939389391370161,1.748172566089654,0.31049512161933257
0.08720156331125378,1.4156392351107074,4.543273502164209,0.5608487335131083
0.12365170882731723,1.6650579593632646,2.081523564096479,0.4285591873415929
0.06842363325080428,0.44824336696781986,11.663267187568628,0.35771753354711805
0.013329374033697983,0.8580392040553311,11.421754289392744,0.1306320370829551
0.15935792631792942,1.0721466802791888,9.985646373375452,1.7060983268736603
0.13085930377461236,1.8383268624373643,4.149835398239707,0.9982934223570027
0.00016204642439059393,0.25216990890965585,9.990286730414219,0.00040823540518779793
0.03923154869496875,0.10377366351344675,10.683803320612261,0.043495916461239965
0.08322317009246416,1.4851239219863024,13.635308492697584,1.685279416355485
0.0758393700810466,1.3653455396070144,1.264729047296742,0.13095882994361224
0.12109692933778221,1.8177590970945914,15.975013987130726,3.5165006717380227
0.10277524607981042,0.14076573559841887,4.608874365102085,0.06667765984105792
0.08670747170958724,0.022722273528517967,16.302747331149167,0.03211952425996861
0.15237095875934217,0.9996779672461737,3.8877646525805476,0.5921916609999185
0.08476499748045721,0.8632957464268745,5.994449675885349,0.4386574131039303
0.04270112941300901,0.8665204982901888,4.153281589071178,0.15367724973931113
0.11284581763755311,1.1667067339618178,1.6982776810088263,0.22359180104191012
0.15227019662838936,1.5614895065670193,2.9997502048091995,0.7132455492129687
0.15543896296663345,1.5812315996495738,1.6363875664108596,0.40219951810782295
0.051133805670652954,0.44215982756748806,11.072608193710584,0.25034408318152973
0.03832216883157498,1.403926872286915,15.293011644361023,0.822787312018516
0.07604387682388675,0.5055802666788991,16.166407021771118,0.6215382679220715
0.0019378755412463812,0.8222204831301874,11.83492516221694,0.01885730776261312
0.0920543818767024,1.4763798074045473,5.170266358081552,0.7026765821181585
