N,l,theta,y
445.2028484812466,166.05125804117222,0.7774274595099759,73185316.47935179
774.7879452279032,131.92276382115853,0.5193088350651096,191072273.35655025
914.6740143158032,128.60123865985545,1.4965852042605223,17549908.384038325
726.3721146161141,177.56235531159558,1.4470760624525407,29349331.656228974
604.3449419882874,175.50152390002586,0.96384906967622,68036907.43303567
231.02858087876837,109.66383915956058,2.434104321720065,378876.805176334
661.6165447367283,164.07188066522286,2.4713705842010874,2159961.3063588236
592.4818398021594,103.5780819459822,2.9105776012913838,85567.00079712117
854.42734179538,151.5895163261512,2.5947226266812984,1544381.7993398663
489.83149574048207,180.473065621964,1.4449280893390626,20534734.152772035
746.5686853220478,109.87950934230894,1.5866674350021794,8732068.707533017
635.1672911881795,189.91846886056382,0.9787457476731773,80769638.25943424
874.6952806163929,169.35662734018018,2.7262227496496156,1114004.0313628057
802.1081871220354,182.55112543809122,0.46244062824948506,482252937.5116821
373.58032231486123,145.5332695342353,2.3205213963788567,1499071.585297356
723.1377454407527,125.67978056281203,0.19118480986762282,1242377941.3742323
533.2824655470966,189.55098657077815,3.102152008743756,7453.324518367717
807.8252628755861,143.53958896856295,1.4030871366232442,23314112.251996133
347.9583045003152,112.24650940988487,0.9310177643000233,17373879.50072849
134.15741848982174,183.47598403914628,1.2570662808027848,8547893.230745729
158.17571364209155,116.20001958980808,1.804661711767782,1332115.6382369192
435.88764374010117,146.25895031110198,1.222214976883456,18998446.853025664
240.1264987811354,148.45546037771993,1.860222199975019,2942085.1823619613
559.7285354629441,187.307028532585,3.088643171367307,13770.572894454748
693.8678451766478,190.362575517573,1.6069695151465788,23389095.090196438
